E1,px1,py1,pz1,pt1,eta1,phi1,E2,px2,py2,pz2,pt2,eta2,phi2,M,Rapidity,Pt,R(phi),Teta(phi)
96.196,12.6438,31.9585,89.8469,34.3687,1.6888299999999998,1.1940600000000001,45.3568,-11.7695,-40.397,16.9349,42.0766,0.392334,-1.8543,92.536,0.9829966621688658,8.483671536545952,2.2054949044602212,-0.9986922304083597
86.647,-40.6711,-10.1826,-75.8278,41.9264,-1.35461,-2.89627,32.5585,31.5487,8.01148,-0.735847,32.55,-0.0226047,0.24868400000000002,90.8847,-0.7620499539318791,9.377203411166896,2.906926838562677,3.055939194357946
46.4319,-0.0567966,-36.3355,-28.9075,36.3355,-0.729206,-1.57236,45.617,0.0640621,35.6842,28.416999999999998,35.6843,0.729812,1.569,92.0453,-0.00532873986164215,0.6513405234516413,2.2212782287682917,2.357264090212295
133.69899999999998,24.3824,-19.2376,-130.042,31.0578,-2.13912,-0.667994,35.4845,-27.1487,16.2792,-16.0335,31.6554,-0.487018,2.60144,85.2568,-1.3066078226446596,4.050252615578442,2.6858343317554048,1.8221445594536725
66.4352,40.3669,-3.7513199999999998,-52.6315,40.5408,-1.0773700000000002,-0.0926645,32.5216,-19.1887,12.069,23.3191,22.6686,0.9015200000000001,2.58015,91.7363,-0.305364442732402,22.753020806530284,2.5818134580291137,1.6066952822502032
156.171,20.3987,39.8359,149.621,44.7549,1.9217,1.09754,90.9207,-15.0463,-40.2187,80.1413,42.9411,1.3822,-1.9287900000000002,90.7465,1.6574029416431866,5.366071337580223,2.2191946547565404,-1.0534599893022005
45.7382,-9.90602,43.9673,-7.7925,45.0694,-0.17205,1.7924,44.9328,17.9059,-40.442,7.92285,44.2287,0.17818900000000001,-1.15398,90.2485,0.001437616104375529,8.74218623139544,2.1317522371044904,-0.5720173104589346
103.80799999999999,-37.2545,-16.9406,-95.4001,40.9253,-1.5826,-2.71482,30.5206,25.6406,16.4831,-1.53631,30.4817,-0.0503797,0.571333,92.2625,-0.9110512116548987,11.62290753039015,2.774287120917552,2.934169811721222
95.556,-39.1902,-12.2918,-86.2785,41.0726,-1.48776,-2.83766,46.4474,34.8694,18.9814,-24.1077,39.701,-0.575017,0.49849899999999997,88.9743,-1.0386363245349886,7.963671314161578,2.8811135917559727,2.9676944856930754
203.69099999999997,-38.1993,26.5319,198.31,46.5094,2.1568,2.53452,237.021,35.451,-25.0292,233.015,43.3963,2.3824400000000003,-0.614757,90.4238,2.265753050423304,3.1322931184676834,2.6080103142911457,-0.2379581196449981
176.395,-40.9295,-20.5699,-170.34400000000005,45.8077,-2.02412,-2.6758900000000003,180.389,41.431000000000004,24.3202,-173.87400000000005,48.0417,-1.99797,0.53081,93.7814,-2.0107579930584105,3.7836823783187725,2.7280297923959704,2.945767156560743
129.03,36.9905,-11.6009,-123.069,38.766999999999996,-1.87225,-0.30390300000000003,49.6588,-36.9048,7.49045,-32.3716,37.6573,-0.778563,2.94135,88.0408,-1.332650316707581,4.111343295384124,2.9570080919586608,1.6737519303100084
84.03200000000002,-25.5619,5.7479999999999976,79.8431,26.2002,1.8333400000000002,2.92041,37.4698,34.8213,-12.1569,-6.6074100000000024,36.8825,-0.178203,-0.335893,96.2934,0.6974613942097698,11.261016276073844,2.9396630207472763,-0.11451252166975363
98.698,16.6364,41.3709,-88.0509,44.5906,-1.43224,1.18846,79.1551,-12.3177,-44.7034,-64.1514,46.3694,-1.12835,-1.8396700000000001,91.85,-1.2773428794720543,5.45497258838209,2.1901650349916557,-0.9972254733010383
133.884,32.8622,-22.4476,-127.833,39.7972,-1.88347,-0.599282,52.6349,-34.8479,17.957,-35.1225,39.2024,-0.8058350000000001,2.66578,90.6142,-1.3483678253647358,4.910040004928678,2.732310729753115,1.7919256314656595
207.692,26.7992,27.2448,-204.145,38.2162,-2.37737,0.7936439999999999,102.711,-40.1141,-22.1996,-91.9111,45.8472,-1.44575,-2.63613,92.1838,-1.8720516995038419,14.238700960761836,2.7530078415500383,-1.2783636167689623
130.399,-19.5921,-34.5772,-124.196,39.7421,-1.85726,-2.0863099999999997,32.8271,23.0258,20.4137,-11.4324,30.7719,-0.363464,0.725338,89.6411,-1.1911121984804027,14.57377878039872,2.208801627657857,2.806999082870166
90.2649,-18.6462,-10.9798,-87.6328,21.6388,-2.10672,-2.60941,27.6144,13.363,19.6301,14.0937,23.7468,0.563244,0.9731139999999999,91.5685,-0.7312849466858523,10.13606887950156,2.784954470919767,2.7846424767124427
81.10300000000002,2.54062,32.1771,-74.4034,32.2773,-1.5723200000000002,1.492,29.7398,20.8987,-4.46005,20.6832,21.3693,0.858489,-0.210259,89.9034,-0.5290468202042543,36.29926421795489,1.5067424620952978,-0.14000232162997994
45.2373,-18.5344,-40.34,-8.69289,44.3941,-0.194582,-2.00149,45.0638,18.462,40.1845,8.66588,44.2226,0.19472799999999998,1.1401299999999999,90.3009,-0.0002991104295020182,0.17152845245031903,2.303444949852286,2.623795419438654
97.6676,36.1544,-26.7568,86.6942,44.9785,1.41072,-0.637116,57.0932,-35.0327,24.1026,38.0973,42.5232,0.805828,2.53896,91.4861,1.1165079352907639,2.881490678451,2.6176773443371513,1.816655564024305
106.411,5.40983,-41.6673,-97.7639,42.016999999999996,-1.5809,-1.4416799999999999,228.303,-16.5034,41.2504,-223.938,44.4292,-2.32032,1.95137,91.7484,-1.9604574440810374,11.10140085551819,2.4261669561883,2.2070934172765564
42.8656,-26.5658,-33.617,-1.2674,42.8467,-0.0295755,-2.23956,42.6563,26.4355,33.4547,1.22282,42.6387,0.0286748,0.902067,85.5217,-0.0005212700377072156,0.20813308242563908,2.4144054891606337,2.7586854844085247
62.6318,-14.8989,34.9899,-49.7641,38.0298,-1.08366,1.97335,37.5141,21.0934,-27.8836,13.5967,34.9632,0.379697,-0.923161,92.91,-0.37820441169604435,9.427159165941772,2.17860883465137,-0.43756899983581643
47.4516,8.56071,-46.4827,-4.2094,47.2644,-0.08894339999999999,-1.38867,47.455,-8.56864,46.4964,4.07736,47.2794,0.08613330000000001,1.7530400000000002,94.9065,-0.0013912634652681684,0.015829557795466086,2.2364153483867883,2.240732098137186
44.6217,-5.81827,-44.157,-2.71802,44.5387,-0.060988199999999985,-1.7018,45.7132,5.98389,45.2167,3.05493,45.6109,0.0669281,1.4392200000000002,90.3279,0.0037295836062781525,1.0725642518749232,2.2287838496363888,2.4395976123959753
59.5072,3.98371,-26.9193,52.9204,27.2125,1.4186299999999998,-1.42388,37.385,-0.8917879999999999,26.2745,-26.5798,26.2896,-0.889157,1.6047200000000001,93.1896,0.27886544621948745,3.158440864427257,2.1453579031947094,2.296554545063228
48.0089,11.3889,-46.6356,-0.502179,48.0061,-0.010460500000000001,-1.3312700000000002,48.8428,-11.5978,47.4436,0.452453,48.8406,0.00926373,1.81055,96.8481,-0.0005134241770596021,0.8345676785018763,2.247303076000209,2.2048130363645244
43.4525,-4.16867,-42.9737,4.89803,43.1755,0.113203,-1.6675,44.1539,4.24441,43.6725,-4.92474,43.8782,-0.112002,1.47391,87.6036,-0.0003048864104404269,0.7028925861040206,2.2255262159992633,2.4177418506450974
99.7951,26.9601,11.3223,-95.4149,29.2411,-1.8985,0.397598,29.8166,-26.3835,-13.4718,3.3828099999999997,29.6239,0.113945,-2.66949,91.2378,-0.8873049637917619,2.2254927117382337,2.6989370184767187,-1.4229416905487535
72.9977,-32.8945,-18.6882,-62.4287,37.8325,-1.27526,-2.62494,32.5019,27.8153,14.0312,9.262789999999999,31.1539,0.293109,0.46719399999999994,90.8628,-0.5545789718385868,6.891002948773131,2.6661920855849828,2.965454357292979
72.2298,-32.233000000000004,-17.5829,62.2014,36.7168,1.29782,-2.64222,31.8062,27.0975,15.8655,-5.06281,31.4005,-0.16054300000000002,0.529687,86.7719,0.6172628686639379,5.415055217631675,2.6947903158444446,2.943744790711259
114.337,6.48113,-36.0279,-108.319,36.6062,-1.80541,-1.39281,53.5807,-6.03265,38.703,-36.5592,39.1703,-0.833443,1.7254200000000002,84.8495,-1.3041703834825251,2.7124332840458956,2.2174295642703066,2.2499300078056907
139.96,-33.1651,44.9315,-128.336,55.8459,-1.56949,2.20666,81.6259,14.93,-32.1473,-73.5284,35.4451,-1.47643,-1.13601,88.6301,-1.5333633703215528,22.27003910301911,2.4819079506903554,-0.4754250628516244
42.8875,22.7212,-30.7031,19.5037,38.196,0.4906930000000001,-0.933708,41.9965,-22.253,30.0523,-19.1142,37.3944,-0.49116499999999996,2.20817,84.8793,0.004588647256558969,0.8017180801254266,2.397462278778125,1.970838086639741
88.6327,-1.74058,-23.1288,85.5439,23.1942,2.0161700000000002,-1.6459099999999998,27.1536,-4.37895,22.669,-14.2916,23.088,-0.5850529999999999,1.76162,91.0599,0.7175310351417697,6.136779567566362,2.4108763453358613,2.3222503851823695
81.5789,2.04338,25.8551,77.3462,25.9357,1.8128099999999998,1.49193,29.1796,-0.9535440000000001,-25.7551,-13.6822,25.7727,-0.50866,-1.6078,90.6263,0.6546621477673358,1.0944142300317556,2.193370913662347,-0.8227614422132998
111.719,37.9266,-23.6725,-102.383,44.7081,-1.5663,-0.557999,72.8678,-35.3188,23.4334,-59.272,42.3856,-1.13705,2.5558,89.0677,-1.3573063906699188,2.618738178970931,2.616003922780125,1.7857498795173945
137.39600000000002,40.516999999999996,4.97313,-131.192,40.8211,-1.88398,0.12213099999999999,141.012,-49.2712,-23.1957,-130.072,54.4582,-1.605,-2.7016,94.0406,-1.7246566447165117,20.21628242394976,2.704359173845257,-1.5256201705981731
101.01299999999999,0.804493,-42.8914,91.4513,42.8989,1.5010700000000001,-1.5520399999999999,47.6018,14.7952,39.3388,22.349,42.0291,0.509429,1.21107,94.2334,1.0099468172401522,15.999105864211568,1.9686337156769413,2.478974584667437
89.8693,-17.3894,-35.0424,80.9081,39.1198,1.47373,-2.03143,39.0884,17.4749,33.3252,10.5806,37.629,0.277604,1.08784,90.8677,0.886070328502305,1.7193272201649092,2.3043662275124586,2.649946460996384
57.3892,24.9584,-38.7698,34.1686,46.1088,0.685967,-0.99882,46.2022,-26.0537,33.5068,18.2519,42.4441,0.417763,2.2317099999999996,89.1873,0.5573806376492223,5.37576516321165,2.445029839592965,1.991617754353164
44.971000000000004,-22.2912,-39.0216,-1.6739,44.9397,-0.037239,-2.08981,43.51,21.5634,37.754,1.66117,43.4781,0.038197699999999994,1.05186,88.4689,-0.0001438726968257536,1.461678008317838,2.3395972507463756,2.675286147447072
44.5384,-6.27813,-41.9327,-13.6339,42.4001,-0.316256,-1.7194099999999999,44.9241,6.313219999999999,42.2226,13.9844,42.692,0.321973,1.4223700000000001,89.4613,0.00391786271732567,0.2920159552147822,2.2314809353879768,2.45045941585143
72.0248,-26.2577,29.5536,-60.2054,39.5333,-1.2074,2.2972099999999998,39.1329,-24.6625,-21.5981,21.3695,32.7829,0.6127739999999999,-2.42234,90.5078,-0.3647335106823122,51.5379156378098,3.3383985471629956,-0.8119050745435742
116.64299999999999,-20.4488,-31.7424,-110.363,37.7588,-1.7937599999999998,-2.14309,59.8657,25.1563,35.7235,-40.9254,43.6922,-0.83588,0.9572620000000001,90.7158,-1.2823727968127792,6.165201818270027,2.3471653722616135,2.7215082982919596
290.721,40.8255,53.1977,-282.881,67.0576,-2.1463799999999997,0.916234,114.54,-42.1751,15.217,-105.399,44.8363,-1.59033,2.7953200000000002,93.7642,-1.9222050682423615,68.42801031923989,2.941648967017649,1.254057236331661
47.2147,-27.6579,-34.2632,17.0379,44.0332,0.377875,-2.24992,45.9738,26.9279,33.3842,-16.5517,42.8908,-0.376917,0.892042,93.1802,0.005217429314785632,1.142602730611124,2.420305546034219,2.764126850260888
144.511,41.4571,21.4503,-136.765,46.6777,-1.79607,0.47747799999999996,80.7226,-19.0088,-45.4079,-63.9759,49.2262,-1.07823,-1.96725,96.7237,-1.4280021856772296,32.831277322851754,2.0243660249529976,-1.3326872795754137
58.4162,36.8134,9.40907,44.3698,37.9968,0.9951450000000001,0.250231,33.2658,-23.0928,-12.6137,-20.3525,26.3132,-0.711819,-2.64166,87.3512,0.2682149790698909,14.089872880792788,2.6534850873824407,-1.4763532195370241
83.0314,24.1236,-1.00601,-79.4434,24.1445,-1.90647,-0.0416782,28.355,-17.320999999999998,11.2326,19.4372,20.6443,0.839419,2.56628,93.03399999999999,-0.6023519735649944,12.282447223094428,2.5666184193906267,1.5870356055271062
46.2916,23.0736,-39.727,-5.6810300000000025,45.9415,-0.12334500000000001,-1.04461,47.7926,-23.7988,41.0177,5.94003,47.4219,0.12493399999999999,2.09654,94.0721,0.0027528602491633477,1.4804801687290525,2.3423684645460887,2.033046374039615
86.3948,17.5688,36.2306,-76.4378,40.2656,-1.3972200000000001,1.11929,46.7136,-13.0853,-39.394,-21.4251,41.5104,-0.495598,-1.8914900000000001,90.0589,-0.9399777994220944,5.487155165475091,2.197849977637236,-1.0364647772043425
44.9779,-0.824375,-42.2391,15.4328,42.2472,0.357627,-1.5903100000000001,47.4833,0.892019,44.8043,-15.6982,44.8132,-0.343507,1.5508899999999999,92.4252,-0.0028704010860163215,2.566091726874935,2.2213387153246122,2.368743175672083
49.7961,-25.9442,-42.4805,1.3938700000000002,49.7765,0.027998900000000004,-2.1190700000000002,46.3589,24.213,39.5077,-1.41458,46.3372,-0.030523200000000007,1.0209700000000002,96.0934,-0.00021538141875338868,3.440144369063599,2.352198419734186,2.692609972823049
192.037,-48.2683,6.90608,185.743,48.7598,2.0474099999999997,2.99948,84.9753,36.1711,17.736,74.819,40.2855,1.3779,0.455887,89.9412,1.7433616344397822,27.451308795144907,3.0339270306269728,0.1508342953153467
44.6485,26.4768,-35.9499,0.252815,44.6476,0.00566242,-0.935997,43.6996,-25.9351,35.1354,1.58722,43.6707,0.0363371,2.20667,88.3235,0.02083011540529431,0.978186659078934,2.396973690491617,1.9719613601969277
104.366,36.2375,25.1856,-94.5767,44.1301,-1.50587,0.6073729999999999,66.883,-35.5209,-16.7615,-54.1355,39.2769,-1.1253,-2.7007,84.4949,-1.326525104870424,8.454524017944475,2.7681550626959104,-1.3495821537491453
87.4487,-4.38836,28.3215,82.619,28.6595,1.7807099999999998,1.72452,29.9993,8.30386,-27.3468,-9.11843,28.5797,-0.313874,-1.27599,91.5173,0.7345049889455065,4.034994465919377,2.1452551620961082,-0.6370123246484182
87.95200000000001,-18.7089,8.27977,-85.5392,20.4591,-2.1377,2.72494,57.1037,-11.4717,55.7203,-4.94647,56.8889,-0.0868404,1.77384,88.581,-0.7312008679338626,70.75929321555508,3.2514314308009022,0.5770531584419469
138.078,21.3678,-44.0175,-129.11700000000002,48.9298,-1.6975900000000002,-1.11887,54.5732,3.9557599999999997,37.2412,-39.6948,37.4507,-0.9231159999999999,1.46497,89.0484,-1.3594100054756983,26.21451759547751,1.8433684324627022,2.223039152626564
53.7853,-49.4507,-21.138,-0.805976,53.7791,-0.0149862,-2.7376400000000003,40.4683,33.6146,7.68555,-21.1817,34.482,-0.581034,0.22477399999999997,89.2666,-0.2376576461991692,20.77860616625908,2.7468520383661006,3.05967138258293
74.6562,-10.9013,-39.2133,62.58600000000001,40.7004,1.21551,-1.84195,54.5235,18.854,41.2941,30.2015,45.3947,0.624015,1.14249,89.5003,0.9040875786214067,8.220411542617558,2.167501603828703,2.5864083205328
43.5931,2.6276900000000003,-42.8701,7.45609,42.9506,0.172737,-1.50958,43.5171,-2.62918,42.7862,-7.4935300000000025,42.8669,-0.173931,1.6321700000000001,87.1102,-0.00042980044019432835,0.08391322958866483,2.223243280727505,2.3171946203803624
44.7002,-26.9261,-32.2017,-15.3667,41.9757,-0.358365,-2.26721,43.0069,25.92,30.9974,14.7274,40.4065,0.356858,0.874368,87.6907,-0.007289162705941439,1.5692596024877492,2.4299713133129783,2.773510754357033
44.747,-21.6752,19.9664,-33.6721,29.4698,-0.978698,2.39721,46.8084,20.0183,-16.8527,38.8106,26.1677,1.1853799999999999,-0.699753,91.34299999999999,0.05618353011961695,3.527101543760827,2.4972524992697474,-0.28401198065082855
100.645,-30.9841,-27.3977,-91.7538,41.3599,-1.53726,-2.41755,59.6451,37.3648,23.2324,-40.2697,43.9985,-0.820161,0.556276,90.5794,-1.168073151469313,7.61991184857148,2.4807238844087425,2.9154301777496134
157.66299999999995,7.82015,40.8241,152.085,41.5663,2.00847,1.38153,28.5318,-4.32797,-26.6821,9.13162,27.0308,0.331706,-1.7316,92.0082,1.3162535411396712,14.566793921532634,2.215189314911933,-0.8973772846313143
200.37,-19.191,-48.2995,193.512,51.9724,2.0253400000000004,-1.949,176.93200000000004,4.66256,41.1277,172.02200000000005,41.3911,2.13187,1.45791,92.08,2.0725456551357864,16.202169116312792,2.433947938658508,2.4993536920950734
89.3695,57.6864,-32.3823,-60.0878,66.1539,-0.815026,-0.511516,43.9004,-33.9771,8.18794,-26.5659,34.9498,-0.701221,2.90512,95.4174,-0.7756660465539889,33.87473929493186,2.9498086094958773,1.7450838559646025
46.6558,24.3636,35.5341,17.9024,43.0843,0.404407,0.969773,45.4284,-23.7048,-34.571,-17.5118,41.9174,-0.406481,-2.17185,92.07600000000001,0.004241795472659929,1.1668671946712754,2.378527295203694,-1.1508406983958392
79.0351,35.3052,12.6569,-69.5693,37.5054,-1.3768,0.344227,35.8552,-33.8723,-11.7529,-0.34105,35.8534,-0.00951219,-2.80761,91.1562,-0.7065304207960107,1.6942309199161696,2.828633263544251,-1.448800185474592
163.47799999999995,37.8884,35.5168,-155.01,51.9323,-1.8136400000000001,0.753101,90.0471,-31.6633,-24.1205,-80.7719,39.8041,-1.4566299999999999,-2.49059,92.2674,-1.6584938802077651,12.985666086112028,2.6019607345809432,-1.277158804785074
60.3841,-8.35401,-46.2454,-37.9184,46.9939,-0.73803,-1.74951,49.3286,9.7822,43.0198,-22.0659,44.118,-0.4813520000000001,1.34721,91.795,-0.613719147678649,3.527636891192176,2.208112321463743,2.485382610039627
92.4267,14.3316,30.0812,-86.2115,33.3207,-1.67918,1.12618,57.4659,-21.941,-40.0364,-34.8999,45.6543,-0.704657,-2.07212,87.4233,-1.121205592353215,12.530322238474156,2.3583813700926317,-1.0729636274567553
62.0641,34.1932,-23.1955,-46.3113,41.3184,-0.9642930000000001,-0.596059,41.0039,-33.2251,24.0251,-0.4405810000000001,41.0014,-0.0107453,2.51553,91.8458,-0.4892264897793416,1.2749328492120666,2.5851842318065072,1.8034569983218554
48.2714,-23.7772,-42.0086,-0.19308699999999998,48.2709,-0.00400007,-2.08585,48.4384,23.8494,42.1599,0.109375,48.4381,0.00225803,1.05599,96.7095,-0.0008656001864077973,0.1676440574550722,2.3379232456605585,2.672946702607342
113.774,26.1335,-31.8115,106.064,41.1695,1.6751900000000002,-0.883076,185.36,-27.5526,32.6147,180.37599999999998,42.695,2.14783,2.2722599999999997,86.2013,1.9157315609350276,1.6306363941725333,2.4378245895420774,1.9414656209436656
83.943,-4.62016,-19.9089,81.4169,20.4379,2.0907299999999998,-1.79883,111.287,34.1051,63.4465,84.8301,72.0321,1.0016,1.0775700000000001,87.8167,1.2617444822907462,52.582167134529556,2.0968897142673004,2.601879794154378
74.8858,-43.7857,-19.6402,-57.4887,47.9888,-1.0146700000000002,-2.7199400000000002,44.5564,36.9359,18.1334,-17.0932,41.1471,-0.40431,0.456374,93.0311,-0.7322145808050524,7.013573003826226,2.757961354239033,2.9753528950198564
58.7095,-20.4544,-28.9664,-46.7906,35.4603,-1.0903,-2.1856299999999997,61.278,25.1686,47.1921,-29.9071,53.4841,-0.533505,1.08085,90.3332,-0.75684371982057,18.82550987702591,2.438281201871515,2.6823341428162486
49.4839,23.215999999999998,-37.8136,-21.9042,44.3717,-0.47552799999999995,-1.0201799999999999,58.0948,-16.9497,41.4812,-36.9732,44.8105,-0.7521479999999999,1.9587,89.7436,-0.6145129436070105,7.260702820664124,2.2084548721674166,2.0509808943834487
45.3148,21.0494,-40.1148,-1.0685,45.302,-0.0235839,-1.08756,44.1022,-20.4839,39.0422,1.05125,44.0895,0.0238412,2.05398,89.4087,-0.00019291633821310873,1.2125431992304452,2.324138677876172,2.0577559535892824
41.4698,-5.22081,-39.9139,-9.96757,40.2539,-0.24515399999999998,-1.7008599999999998,44.9736,5.7177,43.2273,11.0148,43.6038,0.249998,1.43929,86.3721,0.012115224950770817,3.3504506013520046,2.228111407380699,2.4393011969450513
43.2415,-12.2834,-40.3857,-9.37677,42.2124,-0.22034600000000001,-1.8660599999999998,41.9415,11.9203,39.1461,9.19632,40.9208,0.222885,1.27521,85.17299999999999,-0.0021183835967973574,1.2916848570762174,2.260163814350632,2.542114962840454
51.6716,21.1004,-26.4249,39.0697,33.8157,0.987087,-0.896969,40.9962,-22.8048,19.4481,-27.9712,29.9715,-0.8333870000000001,2.43547,91.72,0.12034414475750292,7.181971706989662,2.5953935169567255,1.9236748459923898
46.931000000000004,18.6156,-38.1133,20.0834,42.4166,0.457366,-1.11645,47.3896,-18.8084,38.4944,-20.2531,42.8435,-0.456683,2.02528,94.3195,-0.0017991847285744912,0.42709372507682275,2.3126218196886406,2.0746041770902823
40.1265,25.1777,-7.76907,30.2631,26.3491,0.982611,-0.2993,101.569,-71.7873,30.9782,64.8322,78.1861,0.755311,2.73421,91.2328,0.8127861089679411,52.068402390671636,2.750542639934891,1.6798271114145409
100.645,45.5122,5.10173,-89.6211,45.7972,-1.4242,0.11163,76.1896,-45.1039,-0.627875,-61.401,45.1083,-1.11522,-3.12767,91.8829,-1.2708588759773207,4.492447823962456,3.1296614650469787,-1.5351203648006406
45.9745,-22.2512,-36.2295,17.4915,42.516999999999996,0.400599,-2.12157,45.4316,21.9752,35.805,-17.2948,42.0108,-0.400853,1.02033,91.4045,0.0021519384770666687,0.5063361037887792,2.3541734374935084,2.69331582241152
64.5608,27.0568,-4.3733,-58.4542,27.408,-1.50147,-0.160248,37.8278,-35.9507,4.0860400000000014,11.0354,36.1821,0.300456,3.02842,90.3089,-0.5012832627720953,8.898537830317967,3.0326567754864713,1.6236617443016772
125.37799999999999,3.9065800000000004,-25.0712,-122.78299999999999,25.3737,-2.28036,-1.41622,25.3602,-2.59292,24.8721,4.2173099999999994,25.0068,0.167857,1.67467,93.0712,-1.062364041680084,1.3286622616752544,2.193216518563546,2.2727718595210513
45.2514,-22.4466,-39.2628,-1.50558,45.2263,-0.0332838,-2.09015,45.5562,22.5983,39.5204,1.67598,45.5252,0.0368061,1.05136,90.807,0.001876497121457577,0.29894924318352323,2.339676232323609,2.6755423701392385
63.1434,-17.2451,29.8837,-52.8834,34.5025,-1.21279,2.09419,38.7784,15.0736,-34.7099,8.4713,37.8417,0.22203299999999998,-1.1611,91.584,-0.46696868380447715,5.292222471703166,2.394532306338756,-0.5062446604148386
80.9658,5.818569999999999,37.3861,71.5812,37.8362,1.39421,1.4164,104.11,13.9638,-54.5759,87.5517,56.3339,1.22443,-1.32031,90.7899,1.2926750951837178,26.207468150450932,1.9363386728824068,-0.7503010789293817
67.484,6.97335,-51.5745,42.9596,52.0438,0.752418,-1.4364,34.769,3.8507,34.5235,-1.4746299999999999,34.7376,-0.0424379,1.4597200000000001,91.2513,0.43046408045417567,20.196451653755915,2.0479324789650657,2.3481425116766945
65.8419,-34.5596,-26.4291,-49.4195,43.507,-0.9742790000000001,-2.4887200000000003,39.5712,9.23455,37.3505,9.24818,38.4752,0.23811100000000002,1.3284200000000002,93.4749,-0.40132803164352276,27.579614490824564,2.8210684030700146,2.6512904433925564
221.979,-46.5205,0.842199,217.048,46.5281,2.2445,3.1234900000000003,163.42700000000005,47.3412,-10.405999999999999,156.07299999999995,48.4714,1.88578,-0.216367,96.0528,2.061499694377037,9.59894984139416,3.1309750013037476,-0.06916043172934058
156.39,18.907,-25.0145,-153.214,31.355999999999998,-2.28989,-0.9235680000000001,29.1368,-23.8289,14.8588,-7.76813,28.081999999999997,-0.27321100000000004,2.58403,91.5286,-1.3237069337887115,11.285536854753524,2.7441189645356117,1.9140605461129587
48.5646,-2.52894,-46.1619,14.8726,46.2311,0.316397,-1.62553,56.5423,5.5366800000000005,40.3619,39.2083,40.7399,0.8545379999999999,1.4344700000000001,89.8891,0.5688746652839791,6.533490637293364,2.167960322930288,2.418551450047204
60.8935,23.9775,-29.5593,47.5324,38.0615,1.0468600000000001,-0.889284,34.4061,-25.2685,15.112,-17.8016,29.4426,-0.572784,2.6026,89.3739,0.32272846733911187,14.50486671052168,2.750336850761375,1.9000494850149277
54.3047,-15.3367,22.6318,-46.92100000000001,27.3389,-1.30904,2.16637,65.6552,-54.3111,-34.2718,13.6509,64.2203,0.210995,-2.5786700000000002,91.0889,-0.2848019153916852,70.61377800996064,3.367892211131467,-0.8720712059108672
187.483,-42.4517,18.9449,-181.628,46.4872,-2.07192,2.72185,146.037,38.2031,-19.4095,-139.609,42.8509,-1.89703,-0.470075,89.5777,-1.988023990938595,4.273927364848404,2.7621437196722765,-0.1710172472060694
63.4291,34.4264,12.3807,51.8149,36.5849,1.14742,0.345227,34.5181,-10.6838,-23.1482,-23.2703,25.4948,-0.818311,-2.0032099999999997,89.9957,0.3001265765720978,26.070099942462825,2.032740019193059,-1.4001357903089955
81.0575,0.266112,27.15,76.3749,27.1513,1.75757,1.561,31.6787,22.8938,-17.9693,-12.5102,29.1037,-0.417605,-0.665463,89.4991,0.6423489899657449,24.913184789138135,1.6969272242406273,-0.4029759598940139
164.649,28.7552,-35.6866,-158.142,45.8301,-1.95206,-0.892547,116.73700000000001,-26.7226,36.4052,-107.648,45.1601,-1.60315,2.204,92.3534,-1.7788780172885013,2.1558869914724186,2.3778679835535446,1.955577148643663
44.857,-25.1557,-31.1424,20.2357,40.0332,0.48610299999999995,-2.25025,44.5877,25.0226,30.9685,-20.0717,39.8143,-0.4849060000000001,0.8911959999999999,89.4443,0.001833537188693805,0.21899045641305834,2.4203006782042595,2.764502039075108
124.594,-28.5579,-63.9427,103.051,70.0301,1.17886,-1.9908299999999999,24.3055,0.266832,24.2176,2.04453,24.2191,0.08431799999999999,1.55978,93.5287,0.8787951236768259,48.76954068463864,2.529094252355969,2.477004963305024
57.7728,19.1753,26.9717,-47.3553,33.0933,-1.15585,0.952765,84.2348,-73.5062,18.2723,-36.8572,75.7433,-0.46920100000000003,2.89795,89.8641,-0.6823022110762429,70.70266070530869,3.0505532855082205,1.2531565176320343
48.3577,14.5128,-40.6634,21.7789,43.1757,0.48516499999999996,-1.22799,48.1596,-14.4566,40.4962,-21.6887,42.9993,-0.48513999999999996,1.9136799999999998,96.5171,0.000934547757340919,0.17639240346454954,2.2737921150580145,2.141307771755625
80.2372,35.5094,-11.9786,70.9478,37.4754,1.3948200000000002,-0.325349,56.1068,-43.9709,15.5214,31.2027,46.6299,0.627215,2.80226,89.8377,0.9711553408701101,9.173244469106882,2.8210836711095615,1.686381188837373
44.5493,-40.1906,-9.95195,-16.4409,41.4044,-0.38732300000000003,-2.89886,61.1213,43.8586,26.2693,-33.4985,51.1239,-0.615613,0.539651,91.6113,-0.5134063716467456,16.724536915038936,2.948662832777088,2.9575397669663115
44.5614,11.4221,-29.2897,31.581,31.438000000000002,0.8845850000000001,-1.19897,43.5994,-11.1887,28.6578,-30.8941,30.7645,-0.88435,1.94302,88.1556,0.007791602393542841,0.6736268774328986,2.283167926653666,2.123669350545959
70.4184,-19.7715,31.0914,60.0096,36.8455,1.26409,2.13721,30.2449,3.16154,-26.6641,-13.9202,26.8509,-0.497633,-1.45278,87.8259,0.4945965553460912,17.189873661304205,2.5842283785493882,-0.5970093674689514
82.7715,29.5545,33.9583,-69.4584,45.0181,-1.21833,0.854625,117.63,-24.7515,-41.2603,-107.34,48.1149,-1.54237,-2.1111299999999997,93.9515,-1.3856986131552935,8.740023626970352,2.277554339093801,-1.1861427729106586
