E1,px1,py1,pz1,E2,px2,py2,pz2,Class
116.207,-22.4921,-30.6194,-109.8209,41.6443,10.9024,34.3261,-20.9072,1
79.723,6.824,59.3657,-52.7721,57.2395,49.4299,19.649,21.1416,1
55.9524,-29.1282,-31.3005,-36.0901,66.6807,-29.6097,-22.4897,55.3516,1
115.2962,29.2134,-28.1287,107.9286,47.1225,-27.2627,28.5538,25.7285,1
114.6923,-22.8495,-21.9753,-110.2239,28.0753,17.1274,22.1091,2.4616,1
32.1032,-30.9538,7.0623,-4.754,100.6362,25.1162,-18.348,-95.7088,1
109.6392,10.1407,-30.9513,-104.6897,157.3489,-10.6961,28.7325,-154.3331,1
134.8551,31.827,-46.9211,-122.3575,156.1096,-5.2035,33.1203,-152.467,1
72.9493,-15.5869,-29.3239,-64.952,31.6131,20.6791,14.9483,18.663,1
88.7203,52.5101,1.7977,71.4895,26.9554,-24.2408,-5.2338,-10.5633,1
103.1499,8.5505,60.0111,83.4593,54.3686,-25.7476,-34.4468,-33.263,1
140.9101,20.7749,-25.1957,137.0739,34.1741,-30.3942,9.1861,12.6366,1
54.9561,27.8198,37.5037,-28.9776,39.6524,-6.674,-36.9826,12.6514,1
64.756,22.6318,-35.6083,-49.1243,151.8894,-22.9839,31.6266,-146.7715,1
96.8695,-31.7578,36.2465,-84.0318,91.1776,36.6197,-26.0503,-79.3331,1
40.4122,-35.8696,-7.8499,16.8789,124.1005,24.331,17.8082,120.3819,1
64.9927,-11.3118,38.1323,51.4006,52.9883,-8.533,-30.9742,-42.1372,1
80.2853,33.6872,-9.9131,72.1986,36.4213,-33.3073,-4.728,-13.9564,1
162.3307,12.9317,35.3445,157.9076,32.8471,-18.3319,-12.4189,24.262,1
121.3726,25.3038,-46.8567,-109.0664,174.0661,-0.8114,35.719,-170.3599,1
157.2488,28.0022,12.2515,-154.2496,31.5768,-25.9025,-11.6489,-13.8007,1
210.359,15.2471,44.5319,-205.0252,194.2264,-15.1735,-42.4203,-188.9291,1
42.6152,40.1958,11.546,8.1881,49.943,-33.3797,-16.8341,-33.1166,1
74.6231,9.5665,48.6233,55.793,78.4908,-0.1156,-43.9857,65.008,1
49.7718,-24.5894,-42.9827,5.0083,47.9132,30.5442,18.5701,-31.9042,1
108.3432,45.4926,2.3475,-98.3014,74.4721,-43.0486,-3.3299,-60.678,1
127.8572,-35.0412,49.5796,112.5231,47.8186,13.882,-30.0311,34.5259,1
110.9846,17.9928,-59.8792,-91.6969,49.683,-23.8877,27.2971,-33.9506,1
56.0141,49.8684,12.0309,-22.4939,35.8529,-27.6637,-12.4003,19.1412,1
100.2269,51.2173,-9.046,-85.6761,80.053,-40.116,2.373,-69.2355,1
51.3285,5.6901,-45.7225,22.6206,57.6298,-8.4822,39.4643,41.1317,1
91.1231,64.4524,-8.6764,63.8281,34.4759,-10.6655,17.7788,27.5454,1
52.7169,-46.8977,-0.703,-24.0662,60.1553,39.7966,-19.7594,-40.5518,1
127.8186,-28.5917,-36.2639,-119.1849,119.4239,28.8111,34.7809,-110.5544,1
110.5874,8.0044,-37.5715,103.701,33.6455,-4.3325,32.8226,5.9936,1
147.5188,-48.258,9.9542,139.0463,38.8235,31.5397,-7.2026,21.4623,1
36.0951,-31.6526,-17.1764,-2.4364,96.7594,22.1633,20.5271,-91.9228,1
142.848,10.1228,-42.352,-136.0492,67.5593,-10.0452,37.254,-55.4571,1
113.0601,16.2761,28.8688,108.0938,30.938,-12.6749,-28.1491,2.0339,1
67.9253,-31.2633,37.1494,-47.5013,77.0176,31.4428,-26.3472,-65.1835,1
115.8285,27.2509,40.0379,-105.2169,91.7076,-18.226,-41.2975,-79.8287,1
69.9715,-7.5647,-53.1834,-44.8364,35.7195,-0.0537,31.2592,-17.284,1
56.993,41.2371,-5.28,-38.985,142.2979,-36.0699,-7.6375,-137.4385,1
178.4837,26.4966,23.7657,-174.8987,45.2014,-17.9572,-28.6843,-29.9653,1
199.5391,10.7674,-44.6011,194.1923,149.34,-11.3292,41.8287,142.9141,1
128.847,-51.8938,-16.5024,-116.7743,83.1618,39.579,15.9562,-71.3778,1
104.6636,-28.9664,39.6758,92.4189,104.7704,30.7355,-30.2967,95.4687,1
78.7385,12.2746,45.0391,63.4079,72.2719,-7.6796,-41.6023,58.5961,1
164.4535,33.0015,13.2589,160.5617,48.6451,-34.4099,-8.0957,33.4181,1
31.5893,3.0752,30.7183,6.6944,118.8552,-0.5561,-30.2454,114.9412,1
121.6106,13.5413,-48.9345,-110.5042,116.1745,-5.0533,36.1379,-110.2952,1
169.3029,-31.5354,-48.6069,-159.0797,51.0594,19.0621,23.6433,-41.0451,1
58.4203,-37.1541,33.5084,-30.1612,61.1257,6.9485,-49.2223,-35.5702,1
27.5178,-14.3878,23.1044,4.0508,119.4012,23.8937,0.7303,-116.9838,1
133.2511,34.7275,-17.2337,127.4867,92.5824,-34.5523,6.6497,85.6354,1
263.9982,18.6531,48.2578,-258.8789,117.0565,-26.1459,-27.8128,-110.6574,1
142.0102,49.1854,9.7601,132.8625,73.6834,-36.224,-14.0275,62.6122,1
96.1208,-2.1706,-32.7193,-90.3546,33.68,0.0998,-26.612,20.643,1
149.2938,38.2273,-7.1672,-144.1387,31.4751,-30.1371,-2.933,-8.5927,1
39.1724,38.8327,-2.186,4.661,72.625,-24.9765,5.2649,-67.9915,1
140.5661,-44.056,13.2819,132.8212,78.515,41.3956,-5.5886,66.4814,1
203.4578,-72.9456,-24.4654,-188.3493,33.0638,11.8437,22.4173,-21.2228,1
80.8905,33.8401,-28.1948,-67.8467,41.4842,-32.1454,24.554,-9.2041,1
85.5097,11.573,57.6976,-62.0401,54.9649,14.6155,-36.1923,-38.6993,1
40.6869,39.0771,-6.6242,-9.1937,95.35,-28.8226,20.5082,-88.5455,1
61.8036,-6.6741,-33.4493,51.5392,30.9117,8.2815,29.1374,-6.1613,1
46.6555,-14.1003,34.1407,28.5013,44.2102,3.0333,-23.8242,-37.118,1
44.4041,22.0076,-31.5222,22.2201,106.7305,-20.6982,29.448,100.4779,1
82.4328,-34.5112,-53.8446,52.0087,48.4522,12.676,29.4562,36.3217,1
113.0051,-19.448,50.7117,99.0972,34.9081,22.9062,-19.942,17.2104,1
69.801,-22.1683,52.9027,-39.775,46.8858,-36.499,-29.2788,2.9754,1
103.6659,-52.809,-9.5029,-88.6991,48.9335,31.3591,19.9389,-31.8362,1
133.5119,-30.0315,9.552,129.7393,24.8084,24.0584,-6.0084,0.7386,1
75.6341,44.4157,13.6199,59.6847,86.2891,-37.0734,-15.9316,76.2729,1
194.1019,-18.6047,-35.1397,-189.9858,41.6046,21.9279,23.3403,-26.5582,1
47.7195,46.3278,-2.117,11.2432,46.7373,-45.3203,-0.9107,-11.385,1
183.7269,-39.652,6.4311,-179.2817,39.322,30.0248,-10.2782,-23.2183,1
43.4421,-39.579,-14.21,10.899,51.8176,33.5666,16.2334,-35.9837,1
41.5524,-7.4021,-38.9162,12.5437,108.0109,1.5206,26.5931,104.6749,1
66.1005,42.0523,21.579,-46.2085,54.6023,-43.7656,-9.6022,-31.2054,1
156.0422,103.4866,-43.9903,-108.1876,60.0628,16.2679,-57.1872,-8.5156,1
51.7353,-38.1119,25.939,-23.4775,48.127,32.3341,-8.6477,34.5823,1
49.1314,46.7577,-5.1391,-14.1847,59.317,-39.5266,1.5575,-44.2011,1
153.0922,-51.3366,-0.3722,144.2277,40.8151,29.8729,-11.4789,25.3321,1
74.1475,37.473,-10.9619,63.0354,29.1449,-22.9121,7.4306,-16.4086,1
78.0722,7.0698,45.8132,-62.8207,38.5064,5.3447,-37.2194,-8.3001,1
42.0146,40.7225,-10.2754,-1.1476,74.9353,-29.5316,17.3669,-66.6452,1
222.459,36.0098,-39.4534,-215.9508,95.7534,-20.7574,29.9354,-88.5534,1
33.5164,30.9827,3.316,12.3461,136.4092,-30.0949,2.3631,133.027,1
63.8072,-41.4321,-10.4585,47.3852,116.0856,34.8902,16.1481,109.5344,1
45.8068,-39.5821,22.9841,1.8031,55.4908,25.3581,-29.8904,-39.278,1
80.7596,21.2964,-9.8407,77.277,29.7357,-18.7373,12.2723,-19.558,1
57.9451,21.0135,47.0981,26.4166,77.9506,-28.0692,-42.9927,58.6519,1
56.895,-31.9742,-30.4894,35.8481,116.4903,3.1209,29.4559,112.6614,1
129.3847,-13.8749,-30.1763,-125.0491,48.7927,15.0083,27.4402,-37.4502,1
47.9772,-22.9635,-41.2114,-8.7243,65.7255,-21.9064,27.8535,55.3547,1
65.3862,64.2468,-0.4975,12.1428,30.3821,-22.6833,-15.3269,13.1767,1
305.2349,41.5783,-70.0772,294.1578,57.0755,-3.4239,28.0315,49.5996,1
48.408,-37.1582,-8.96,29.7039,44.9956,33.6999,6.6907,-29.0544,1
98.6223,-16.2752,31.0191,-92.1916,24.1019,5.0166,-20.9554,10.7984,1
56.9504,46.43,3.1452,32.8285,81.8386,-26.9929,-8.5896,76.7799,1
143.1862,-33.6907,7.4069,-138.9689,33.2003,29.7287,8.3167,-12.2189,1
86.249,-46.7629,5.4932,-72.263,116.3967,38.2133,-9.304,-109.5508,1
39.9531,33.4971,-20.7183,-6.704,57.8998,-28.7319,25.8054,43.1387,1
81.9691,29.2121,33.0793,-69.0749,51.794,-27.1773,-33.3909,-28.7934,1
74.3382,-34.1864,17.9017,63.5372,182.576,27.5327,-26.2804,178.5645,1
51.7524,-44.5439,18.092,19.1529,56.9918,39.7166,-19.258,36.0526,1
52.6322,38.7822,-23.0018,-27.1479,74.5139,-34.8961,21.4943,-62.2301,1
64.4651,42.325,17.1801,45.4883,86.8847,-39.4791,-15.728,75.7825,1
154.5954,3.5012,32.5128,151.0973,33.4823,-14.8821,-26.4986,14.0502,1
114.453,-38.6717,33.2588,-102.4589,146.7703,39.0211,-13.7046,-140.8228,1
50.1717,35.9807,5.1874,-34.5787,40.9204,-34.6491,-5.9877,20.93,1
51.3441,-4.0021,38.9805,-33.1771,146.9365,33.5463,-19.7922,-141.6801,1
65.7191,-39.3309,35.2921,39.071,35.2101,16.5308,-25.341,-18.0088,1
48.4303,-33.2357,-17.4803,-30.583,43.5809,21.3476,16.3923,34.2763,1
100.9592,42.8942,-8.7743,90.9718,52.8626,-41.2324,10.3275,31.4275,1
71.3075,32.7787,-12.259,-62.1292,35.564,-30.1622,10.6763,-15.5259,1
60.2155,-49.7827,-9.4476,-32.5319,54.8278,38.7744,16.8261,-34.9216,1
172.2768,-37.3466,24.8667,166.3315,183.341,33.2156,-28.719,178.0053,1
71.3003,33.4784,30.925,54.8323,119.6884,-21.8613,-28.5254,114.1652,1
158.8889,18.1331,-45.3051,-151.2096,166.6769,-12.5347,36.9246,-162.0514,1
178.2527,29.8884,-50.6561,168.2696,100.6061,-20.7422,30.9171,93.4638,1
63.7578,13.8035,47.7376,-39.9456,60.4733,-15.5891,-37.9997,-44.385,1
112.3366,-85.0666,-9.7081,-72.7251,47.0054,17.8571,-24.2049,-36.1214,1
32.4209,-15.9599,27.8561,4.52,114.0434,10.1782,-30.1947,109.5015,1
243.7498,-44.7684,4.746,-239.5563,126.1273,42.1334,1.3837,-118.8737,1
53.3554,31.8785,36.7396,-21.9262,66.2779,-42.3163,-13.2826,-49.251,1
47.7775,-32.4524,-11.6394,33.0765,154.1533,33.2778,7.9418,150.3089,1
66.08,-33.3026,57.0501,1.6694,44.4473,-10.9348,-29.1645,31.7084,1
133.324,27.4643,-45.0449,-122.4417,84.2213,-26.783,30.4096,-73.8319,1
150.3543,-36.9146,-60.3798,-132.6574,163.1329,-45.7987,23.0506,-154.8661,1
92.64,-39.5472,2.4562,-83.7386,37.0331,35.3061,-2.1339,-10.9717,1
81.4318,-4.264,-48.1947,65.4999,61.3464,12.3701,40.7582,44.1489,1
51.1746,26.2596,8.9884,42.994,40.5674,-22.1634,-10.6027,-32.2813,1
47.1215,-34.4887,29.8667,-11.7876,67.0227,36.3147,-26.121,-49.9097,1
134.4049,-117.6288,-65.0149,1.0867,45.8937,-3.7889,-30.0297,-34.4978,1
139.5165,-14.5715,-49.5466,129.6057,85.5017,1.9844,40.2657,75.4007,1
124.7144,19.3022,34.9546,-118.1495,59.3031,-21.37,-31.7666,-45.2886,1
108.3841,23.486,27.6324,102.137,31.8673,-20.3751,-24.0737,4.5648,1
96.4682,-52.7208,1.388,-80.7756,24.6373,22.9609,6.1831,6.4469,1
44.5448,39.1867,8.124,-19.5614,48.707,-34.8211,-6.655,33.4002,1
105.2001,46.1989,21.5963,-92.0126,72.2448,-31.5771,-29.0692,-58.1135,1
50.2889,-34.9673,18.8356,30.846,46.7316,27.9893,-20.6408,-31.2154,1
174.1657,95.6257,-77.8987,-122.9683,163.7847,28.5685,-27.9809,-158.828,1
41.4387,40.1615,8.6089,5.4872,40.6333,-39.2299,-9.2855,-5.0848,1
118.6641,25.2374,-36.9408,109.9073,55.1456,17.9332,32.3125,40.931,1
75.7248,-26.7852,32.9535,62.6966,29.1925,15.4697,-13.3955,20.8195,1
42.7787,-20.6346,3.3399,-37.3239,62.6628,5.7813,-19.9701,59.1135,1
133.0919,11.0663,66.3985,-114.8139,82.3482,-27.9777,-38.522,-67.1903,1
167.509,44.5802,-46.7074,154.5648,55.5789,-34.4591,-12.7234,41.7098,1
59.4878,12.6247,44.4768,37.4331,38.1785,-28.21,-13.7258,-21.7576,1
97.5357,-9.4603,56.6972,-78.7981,25.7781,-9.1428,-18.5522,15.3862,1
34.1889,30.5687,-8.1666,-12.9515,73.5353,-23.7305,-6.383,69.3077,1
29.6473,-20.5349,-19.5318,-8.7057,105.0448,19.2904,-12.2135,102.5335,1
63.1601,-30.3926,-0.8894,55.3598,34.2179,26.175,0.5273,-22.0331,1
109.5682,42.5103,11.9084,-100.2809,49.313,-35.7926,-13.2733,-31.2167,1
143.5094,101.3112,-93.0073,40.9953,62.13,-6.6297,-35.9974,50.2033,1
58.8226,-19.3036,51.7353,20.2716,36.7483,24.0822,-27.296,-5.041,1
114.1909,15.8937,48.2046,102.2902,146.8916,-21.7461,-32.0935,141.6837,1
46.6012,-22.7457,-39.4989,-9.7029,48.6193,31.2094,30.7751,-21.0404,1
62.4874,15.7869,41.2339,-44.2178,84.7644,2.3168,-41.2614,-74.0077,1
92.9886,-1.7362,-37.3777,85.128,36.9401,1.7009,35.7966,8.9599,1
55.1799,50.2559,-19.675,11.492,56.4973,-22.9713,20.06,47.5591,1
40.2899,-21.9664,32.8582,7.8162,79.801,15.9298,-33.2819,70.7585,1
126.9584,91.3149,-49.0592,73.3022,41.5411,-18.8813,-34.2552,13.9907,1
185.4802,7.9063,-46.1761,-179.4663,135.3692,-7.8754,43.7358,-127.867,1
47.3081,46.5699,-8.2772,0.8833,48.5352,-44.0426,6.4197,-19.3572,1
44.9521,-41.9557,-9.4877,-13.0534,38.0829,35.8655,10.3084,7.5968,1
54.26,-43.1704,20.2095,25.9238,58.4741,36.8184,-17.1731,42.056,1
117.4526,-25.3399,-26.9026,111.4866,56.0913,-27.7482,13.6157,46.8069,1
86.6788,-35.5551,32.085,72.2468,89.5316,32.7268,-28.8827,78.1707,1
68.6373,-63.4892,-23.9486,-10.3273,52.3301,-8.578,50.9135,-8.525,1
38.7435,-31.501,22.2123,-3.9189,92.7748,24.1485,-20.4829,87.2036,1
97.5608,43.0572,-36.455,79.5942,25.291,-19.0219,-8.5364,-14.3154,1
62.9767,44.1501,0.5649,-44.9057,87.5611,-43.5885,-2.9095,-75.8849,1
37.7208,37.4141,-1.3423,-4.6091,66.9203,-29.9477,-1.171,59.8339,1
45.6915,37.9419,-21.3081,-13.9318,56.4877,-33.5096,19.3968,41.1306,1
159.449,-32.3103,34.7987,-152.2139,98.6042,35.5937,-22.3796,-89.191,1
60.5557,-15.4151,-25.9301,52.5071,36.2008,19.4713,19.4648,-23.5051,1
55.9779,-46.281,-22.0489,22.4818,58.1328,26.0001,26.8292,44.5377,1
174.3454,-33.0665,3.6911,171.1412,37.7277,31.6594,1.6967,20.4496,1
69.4077,-1.3262,-49.1543,-48.9849,34.2846,0.6801,34.0964,3.522,1
40.0746,-39.3843,-0.3721,7.3969,65.0902,30.3415,-2.0519,-57.5492,1
53.6903,36.8323,-2.9216,-38.9549,40.2459,-30.5753,-0.5269,26.165,1
91.1839,-11.7851,54.9284,-71.8227,87.779,20.2225,-31.9662,-79.2109,1
140.4146,-24.6626,-36.2009,133.4073,211.6964,24.9514,33.9131,207.4674,1
45.3111,21.0034,32.2507,-23.9134,103.5054,-23.7686,-29.0802,-96.4508,1
47.405,29.6806,24.4123,-27.7549,157.8044,-22.3078,-23.4419,-154.4509,1
110.8148,-24.9507,-42.0923,-99.4265,44.5117,11.0221,30.7125,-30.2745,1
113.6239,2.1349,-54.0872,99.902,38.687,1.3134,34.5013,17.4534,1
82.7355,21.8423,-48.2046,63.5955,75.0658,-21.7091,47.7841,53.6682,1
46.5278,29.4202,-26.2693,24.6821,119.0801,-14.9373,32.9107,113.4629,1
64.7176,51.2386,-38.3645,9.5468,32.3462,-26.7831,10.5657,-14.7414,1
46.9502,-40.6058,23.1432,4.4586,44.8512,24.4253,-34.583,14.8002,1
173.8482,24.1954,33.1499,168.9345,52.964,-34.8597,-13.4374,37.5423,1
63.7943,41.7684,16.8762,-45.1697,42.2352,-41.7584,-1.1313,-6.2265,1
78.7893,16.5559,-42.9323,-63.9568,57.5766,-34.7931,30.1032,-34.6164,1
50.7721,29.7587,22.0579,34.7229,40.9486,-21.0594,-28.9126,-19.9335,1
143.2914,17.503,25.5819,-139.8987,23.387,-14.467,-18.1204,-3.0507,1
100.6619,-32.7905,-34.5924,88.6621,44.9198,3.0108,39.5362,21.1096,1
260.2344,-84.2869,-14.6011,245.7732,121.8348,15.1601,22.6036,118.7559,1
94.8247,12.0839,-43.5352,83.369,173.9174,-7.5682,38.3043,169.478,1
94.9682,4.5362,-28.7714,90.3913,26.0439,-17.5704,10.1438,-16.3299,1
132.1141,10.3603,38.9475,125.8168,42.2624,-16.5641,-32.6306,21.142,1
76.8713,-42.3699,-20.6654,-60.7201,135.3783,22.7515,31.7337,-129.6249,1
53.9385,-46.5662,7.3473,-26.2101,39.928,38.9966,-8.4947,1.1621,1
45.7976,19.7436,-41.1384,-3.9042,63.6912,-29.7004,25.3916,-50.2964,1
117.6134,8.2825,-44.8213,-108.4221,139.9963,-0.4515,44.4274,-132.759,1
33.7287,-17.7041,25.3198,13.5314,79.9482,16.4139,-11.5435,-77.3889,1
81.0092,8.8713,38.3296,70.814,31.2495,-1.8696,-29.2819,10.7522,1
81.0127,39.2775,-49.2547,50.9344,61.0134,23.7696,40.6141,38.8347,1
40.6266,-24.9545,-29.9508,-11.4342,54.1629,29.62,24.0996,38.412,1
78.8363,37.0612,-23.4848,65.4988,64.9572,-29.0699,20.373,54.3997,1
59.1358,-8.3602,33.608,-47.9338,35.3325,24.173,-18.9364,17.4775,1
52.5266,-4.1583,-50.4648,13.9662,63.2924,10.7536,34.1698,52.1797,1
205.5188,-41.1198,-19.4972,-200.4171,125.7578,36.8206,18.3977,-118.8309,1
60.4137,-44.989,28.7774,28.2429,47.0383,21.3088,-35.2251,22.7536,1
41.8241,-36.1118,20.0356,-6.6157,78.276,34.4122,-14.2309,-68.8506,1
73.8207,24.3992,46.1939,-52.1565,70.103,-18.1438,-33.0392,-59.1071,1
115.1995,-49.002,-21.6908,101.9767,101.1513,31.9988,36.7225,88.6516,1
28.972,-20.6815,15.3155,13.3076,82.8781,-13.0391,-18.0185,-79.8379,1
80.569,-51.6075,-16.6179,59.5976,35.008,30.6806,14.6119,8.4116,1
43.7529,-17.5762,-33.3291,22.2389,69.5966,5.2354,34.818,-60.0332,1
114.8513,42.8517,-53.4003,-92.2115,23.4003,-4.9082,22.5106,-4.0934,1
72.5054,-41.572,-35.0703,47.9466,43.8956,40.2204,7.4596,15.9218,1
154.3404,-14.9767,45.6053,-146.6861,117.7276,2.4174,-44.2789,-109.0565,1
207.9208,23.287,-83.9486,188.7893,133.4034,-53.8964,-60.826,105.7916,1
73.0219,-17.7505,43.0299,-56.2632,93.9668,2.6097,-42.3153,-83.8592,1
82.0563,49.2258,-0.8387,-65.6457,98.4722,-30.2738,32.2448,-87.9803,1
50.491,-11.3785,-45.2031,19.4049,62.8565,2.4281,42.8084,45.9618,1
51.7957,1.7229,-31.2128,41.2988,40.6322,-0.0477,31.2162,26.01,1
42.2304,-39.001,7.0076,-14.6023,59.4017,12.8054,-17.1235,55.4199,1
47.9981,31.7354,-27.032,23.7896,44.1181,-29.7286,21.1517,-24.8036,1
168.5397,26.9504,28.8793,163.8453,54.5006,-24.2686,-29.0582,39.2042,1
59.6839,-34.4698,40.0872,-27.6951,33.541,24.4901,-22.7412,2.8414,1
83.743,37.8558,-23.5403,-70.8921,48.0312,-40.723,8.6564,-23.9521,1
44.9468,41.1304,15.8482,-8.7948,47.2043,-37.3502,-18.5325,22.1304,1
177.3867,-65.7886,17.9596,163.7539,88.9992,29.5498,-4.4615,83.8317,1
79.7342,11.9004,38.9696,68.5369,31.6918,-16.4279,-26.137,-7.1658,1
39.2509,-34.0138,-1.4173,-19.5368,125.6456,23.5879,-0.1235,-123.4115,1
127.8724,2.2876,56.4107,114.7342,54.105,2.1736,-34.8478,41.3311,1
145.7373,33.4132,30.1889,-138.6058,180.0604,-32.9815,-27.2746,-174.9002,1
39.2048,-30.3844,24.4775,3.8285,55.2604,31.4887,-22.2196,-39.6038,1
149.6284,12.3389,33.7094,-145.2587,36.4288,-6.642,-31.5573,-16.9432,1
98.8184,8.3339,-25.4335,95.125,25.056,-2.1133,22.7247,-10.3404,1
46.1332,44.0659,-9.0566,-10.22,40.6942,-40.2256,-5.6955,-2.3419,1
122.1819,28.3012,-42.3953,111.041,45.6016,-6.6446,28.7066,34.8035,1
145.8536,-3.7221,70.2383,-127.7732,41.0466,-39.0229,10.0609,-7.7987,1
120.9066,49.2155,-10.5797,-109.9286,129.6981,-40.9326,8.317,-122.7882,1
164.7818,38.5168,30.32,157.3219,140.0502,-37.1024,-26.9149,132.3369,1
138.6987,22.0712,31.5746,-133.2412,22.202,18.5561,-9.3545,7.8161,1
88.5004,-62.4853,-6.7092,62.3128,41.779,5.5333,27.5093,-30.9533,1
87.2534,-25.1723,40.1811,73.2461,46.5656,25.4141,-31.4412,23.1069,1
96.3018,38.9061,-25.0923,84.4436,70.1807,-37.1383,23.8325,54.5719,1
108.3641,57.1324,6.1001,-91.8774,108.0839,-36.6079,10.8567,-101.1144,1
42.4139,-11.1174,-36.6395,18.2453,96.2245,6.3376,37.4737,88.4008,1
52.0161,51.4709,3.3422,6.7267,40.6163,-33.4308,-5.6379,-22.367,1
57.272,22.617,-19.4554,48.8881,40.1798,-17.7651,21.1463,-29.183,1
59.458,-39.5223,21.4581,-38.8947,57.3801,39.3688,-20.1138,-36.5789,1
33.6467,4.8618,28.9006,16.5294,68.3555,-10.1214,-21.7848,-63.9957,1
87.0703,2.9731,-57.1962,65.582,125.36,17.8553,20.5011,122.3765,1
196.0463,-0.3458,58.2485,187.1928,25.6212,-14.4412,20.8291,-3.7479,1
65.7874,-37.7306,-28.8136,45.5429,40.3843,31.1153,25.0275,6.0293,1
76.7133,-16.2842,-50.1122,-55.7542,62.091,8.278,37.497,-48.7928,1
264.8937,-76.6574,-10.011,253.3616,112.5514,38.9158,-2.481,105.5804,1
69.4805,-52.9264,-16.1634,-42.0128,53.2523,38.4848,23.1464,-28.6177,1
146.5223,-11.9551,36.8824,141.2995,48.4951,5.741,-37.4087,30.3217,1
168.8232,40.5972,-26.6797,-161.6828,120.4067,-44.8324,9.9833,-111.3021,1
174.6518,9.8432,-41.8255,169.2837,84.3464,-9.681,39.5194,73.8838,1
55.2132,-47.2956,-28.4264,1.8883,40.9005,34.6969,15.2709,15.3551,1
71.1691,28.7538,-53.8716,36.5529,51.1891,2.2928,35.2745,37.0241,1
76.8151,-42.9969,32.1415,54.9432,35.4214,7.6527,-34.3337,-4.1611,1
32.3592,-21.4609,-18.3971,15.751,86.0019,-1.1868,25.54,82.1135,1
105.1954,-30.2046,-8.7892,100.3818,30.9542,28.4145,12.1575,1.7246,1
107.3821,46.8758,-19.7195,94.5765,155.2981,-39.5282,11.9798,149.7048,1
245.5406,-24.2314,38.57,241.2786,98.7348,22.4871,-29.5309,91.4922,1
134.0551,-43.3482,18.3702,125.5159,80.0986,35.9154,-17.3309,69.4659,1
52.5313,43.5358,22.6576,-18.7296,71.6484,-23.5755,-22.9257,-63.6561,1
81.3507,-8.1915,33.7816,-73.5503,34.483,1.3008,-34.456,-0.4094,1
78.6064,2.3798,27.2971,-73.6761,31.2945,-3.3859,-26.8993,15.6303,1
69.5086,-0.5928,-44.2029,53.6395,127.4857,-3.9188,41.5288,120.4683,1
58.3271,-23.5032,38.1392,37.3504,49.7877,22.4214,-34.2481,28.3402,1
152.317,-26.0228,-24.7612,148.0209,48.3194,25.9733,23.3882,33.3638,1
118.0467,49.2453,-21.8976,-105.0258,45.8054,-10.6302,32.3916,-30.5928,1
46.9541,-3.2394,40.5912,-23.3783,49.5302,10.2519,-21.8659,43.2437,1
30.4534,26.0992,15.4303,2.8541,97.6357,-17.1391,-24.1447,-93.0377,1
60.913,-6.4655,36.8716,48.0528,34.3149,5.9253,-33.386,-5.2703,1
118.7902,45.5938,4.4519,109.6015,147.8924,-44.6999,8.9516,140.6909,1
83.6105,-53.7799,-12.8185,62.7226,41.4639,2.4421,41.3918,-0.0952,1
98.7022,42.7335,-21.6916,-86.287,108.2184,-36.4007,21.8208,-99.5494,1
45.8894,-32.2522,-29.0534,14.8838,52.8227,32.2608,16.6208,-38.3826,1
104.5566,-56.2078,74.518,-47.1151,28.8561,-0.4416,-25.2911,-13.8866,1
94.8179,47.8181,-28.6985,76.6829,23.5306,-3.7271,21.5676,-8.6392,1
139.0632,47.6562,1.9146,130.6285,130.4481,-44.1586,-2.283,122.7253,1
124.4887,32.2065,48.8442,-109.8837,43.8427,-15.232,-30.0755,-28.0292,1
73.4331,-54.2567,-24.9684,42.7225,60.5744,42.7195,40.2535,14.9651,1
48.7418,10.9713,-46.2287,10.8766,81.904,42.2873,11.2954,69.2276,1
54.3821,-26.3366,-41.597,-23.0974,58.5241,-3.0985,45.6017,-36.5507,1
43.3018,2.0365,-36.797,-22.7351,46.8673,-2.8059,25.9524,38.9249,1
47.4331,-43.3353,-9.3423,-16.8721,53.7775,21.675,36.2301,33.3106,1
43.4037,-33.7306,10.4475,-25.2384,46.7462,32.5929,-9.3148,32.1891,1
78.6731,-43.1115,-29.8853,-58.6322,50.2883,15.955,37.2522,-29.7762,1
86.106,-67.3462,-39.5606,36.2449,49.7,21.8142,7.0057,44.1039,1
163.6337,-33.2805,-11.0035,159.8353,35.1059,30.6799,6.7998,15.6502,1
109.0756,76.1673,69.1934,36.1704,72.2905,41.3347,-19.4706,56.0201,1
246.1468,-14.0374,47.6356,241.0851,177.1435,16.0682,-37.8426,172.3066,1
60.7126,38.6024,-27.8901,37.6567,37.5326,-26.6122,26.04,4.7332,1
59.8177,-45.926,-13.2905,35.9489,39.0779,38.5709,4.4374,4.4359,1
227.5574,50.8644,1.4283,221.7952,73.0821,-20.9445,35.3812,60.4193,1
79.8677,36.0485,28.7793,-65.2005,89.5882,-32.1514,-18.6339,-81.5175,1
205.3592,-6.6037,55.3466,197.65,107.7935,-36.5694,-27.4612,97.6115,1
76.7651,43.0566,0.0756,-63.5532,44.2021,-38.4906,-0.6802,-21.7218,1
88.1564,-42.0107,20.0299,74.8696,34.0064,33.3364,6.5836,1.3329,1
94.6566,-15.7567,-46.4219,80.9728,36.2624,32.8857,-13.639,-6.8896,1
86.475,-37.9826,68.4672,36.7082,122.5257,-55.9183,1.069,109.0163,1
